[2025-01-06 18:03:30 : INFO] - Cache for URL: https://192.168.68.107/?p=6641 has been purged, triggered by action: save_post 
[2025-01-26 16:14:45 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6731, triggered by action: save_post 
[2025-01-26 16:14:45 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6731 has been purged, triggered by action: save_post 
[2025-01-26 16:14:45 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 16:16:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:16:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:16:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6732 has been purged, triggered by action: save_post 
[2025-01-26 16:16:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 16:18:26 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:18:26 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:18:26 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Focus on improvement" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:18:26 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6732 has been purged, triggered by action: save_post 
[2025-01-26 16:18:26 : INFO] - Cache for all archives page associated with post_type: post and Title: "Focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:18:27 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:18:27 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:18:27 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Focus on improvement" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:18:27 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6732 has been purged, triggered by action: save_post 
[2025-01-26 16:18:27 : INFO] - Cache for all archives page associated with post_type: post and Title: "Focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:19:17 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Focus on improvement" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6732 has been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for all archives page associated with post_type: post and Title: "Focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:19:17 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Focus on improvement" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6732 has been purged, triggered by action: save_post 
[2025-01-26 16:19:17 : INFO] - Cache for all archives page associated with post_type: post and Title: "Focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:19:53 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6735 has been purged, triggered by action: save_post 
[2025-01-26 16:22:34 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6736 has been purged, triggered by action: save_post 
[2025-01-26 16:22:47 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:26:21 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:26:22 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:27:33 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:27:34 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:28:54 : INFO] - Cache for URL: http://192.168.68.109/insights2/ has been purged, triggered by action: save_post 
[2025-01-26 16:32:11 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:32:11 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6724 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6724 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "twtwtwtwtw" and URL: http://192.168.68.109/?p=6724, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6724 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "twtwtwtwtw" have been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6721 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6721 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/?p=6721, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6721 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6719 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6719 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "TTTTTTTTTTTTTT" and URL: http://192.168.68.109/?p=6719, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6719 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "TTTTTTTTTTTTTT" have been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6717 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6717 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Elementor #6717" and URL: http://192.168.68.109/?p=6717, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/sdgsdgsdgsdg/) adjacent to post with id: 6717 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "Elementor #6717" have been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/sdgsdgsdgsdg/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6704 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "SDGSDGSDGSDG" and URL: http://192.168.68.109/?p=6704, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for previous post (with URL: http://192.168.68.109/efafafasfaaasfa/) adjacent to post with id: 6704 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "SDGSDGSDGSDG" have been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/efafafasfaaasfa/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:04 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:04 : INFO] - Cache for URL: http://192.168.68.109/?p=6706 has been purged, triggered by action: save_post 
[2025-01-26 16:34:04 : INFO] - Cache for blog post has been purged due to updates to post with Title: "efafafasfaaasfa" and URL: http://192.168.68.109/?p=6706, triggered by action: save_post 
[2025-01-26 16:34:05 : INFO] - Cache for previous post (with URL: http://192.168.68.109/focus-on-improvement/) adjacent to post with id: 6706 has been purged, triggered by action: save_post 
[2025-01-26 16:34:05 : INFO] - Cache for all archives page associated with post_type: post and Title: "efafafasfaaasfa" have been purged, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for URL: http://192.168.68.109/?p=6728 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:25 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:25 : INFO] - Cache for URL: http://192.168.68.109/?p=6728 has been purged, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/?p=6728, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for previous post (with URL: http://192.168.68.109/focus-on-improvement/) adjacent to post with id: 6728 has been purged, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for URL: http://192.168.68.109/focus-on-improvement/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:34:25 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:34:25 : INFO] - Cache for URL: http://192.168.68.109/?p=3994 has been purged, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for blog post has been purged due to updates to post with Title: "focus on improvement" and URL: http://192.168.68.109/?p=3994, triggered by action: save_post 
[2025-01-26 16:34:25 : INFO] - Cache for all archives page associated with post_type: post and Title: "focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:36:55 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:36:55 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:36:55 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:39:39 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:39:39 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:39:39 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:39:45 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:39:45 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:39:45 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:41:42 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:41:42 : INFO] - Cache for URL: http://192.168.68.109/insights3/ has been purged, triggered by action: save_post 
[2025-01-26 16:41:42 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/insights3/, triggered by action: save_post 
[2025-01-26 16:41:42 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:42:23 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:46:14 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:46:15 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:46:34 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:46:34 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:47:47 : INFO] - Cache for URL: http://192.168.68.109/insights33/ has been purged, triggered by action: save_post 
[2025-01-26 16:48:10 : INFO] - Cache for URL: http://192.168.68.109/insights33/ has been purged, triggered by action: save_post 
[2025-01-26 16:48:24 : INFO] - Cache for URL: http://192.168.68.109/insights2/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:48:24 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6737 has been purged, triggered by action: save_post 
[2025-01-26 16:51:06 : INFO] - Cache for URL: http://192.168.68.109/posts-2/ has been purged, triggered by action: save_post 
[2025-01-26 16:51:46 : INFO] - Cache for URL: http://192.168.68.109/posts-2/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:51:46 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6746 has been purged, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for URL: http://192.168.68.109/insights3/ has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:52:56 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:52:56 : INFO] - Cache for URL: http://192.168.68.109/?p=6744 has been purged, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights3" and URL: http://192.168.68.109/?p=6744, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights3" have been purged, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: wp_trash_post 
[2025-01-26 16:52:56 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:52:56 : INFO] - Cache for URL: http://192.168.68.109/?p=6732 has been purged, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Focus on improvement" and URL: http://192.168.68.109/?p=6732, triggered by action: save_post 
[2025-01-26 16:52:56 : INFO] - Cache for all archives page associated with post_type: post and Title: "Focus on improvement" have been purged, triggered by action: save_post 
[2025-01-26 16:55:20 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:55:20 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:55:59 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:57:07 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 16:57:32 : INFO] - Cache for URL: http://192.168.68.109/?p=6751 has been purged, triggered by action: save_post 
[2025-01-26 16:57:32 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6751, triggered by action: save_post 
[2025-01-26 16:57:32 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:57:51 : INFO] - Cache for URL: http://192.168.68.109/?p=6751 has been purged, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/?p=6751, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:57:51 : INFO] - Cache for URL: http://192.168.68.109/?p=6751 has been purged, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/?p=6751, triggered by action: save_post 
[2025-01-26 16:57:51 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 16:58:32 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:58:32 : INFO] - Cache for URL: http://192.168.68.109/insights/ has been purged, triggered by action: save_post 
[2025-01-26 16:58:32 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/insights/, triggered by action: save_post 
[2025-01-26 16:58:32 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 16:58:52 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 16:58:52 : INFO] - Cache for URL: http://192.168.68.109/insights/ has been purged, triggered by action: save_post 
[2025-01-26 16:58:52 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/insights/, triggered by action: save_post 
[2025-01-26 16:58:52 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 16:59:44 : INFO] - Cache for URL: http://192.168.68.109/?p=6754 has been purged, triggered by action: save_post 
[2025-01-26 16:59:44 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6754, triggered by action: save_post 
[2025-01-26 16:59:44 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6754 has been purged, triggered by action: save_post 
[2025-01-26 16:59:44 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 17:00:00 : INFO] - Cache for URL: http://192.168.68.109/?p=6755 has been purged, triggered by action: save_post 
[2025-01-26 17:00:00 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6755, triggered by action: save_post 
[2025-01-26 17:00:00 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6755 has been purged, triggered by action: save_post 
[2025-01-26 17:00:00 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:01:30 : INFO] - Cache for URL: http://192.168.68.109/insights/ has been purged, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/insights/, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:01:30 : INFO] - Cache for URL: http://192.168.68.109/insights/ has been purged, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Insights" and URL: http://192.168.68.109/insights/, triggered by action: save_post 
[2025-01-26 17:01:30 : INFO] - Cache for all archives page associated with post_type: post and Title: "Insights" have been purged, triggered by action: save_post 
[2025-01-26 17:02:07 : INFO] - Cache for URL: http://192.168.68.109/?p=6758 has been purged, triggered by action: save_post 
[2025-01-26 17:02:07 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Auto Draft" and URL: http://192.168.68.109/?p=6758, triggered by action: save_post 
[2025-01-26 17:02:07 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:02:07 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:03:29 : INFO] - Cache for URL: http://192.168.68.109/?p=6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/?p=6758, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:03:29 : INFO] - Cache for URL: http://192.168.68.109/?p=6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/?p=6758, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:29 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 17:03:34 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:03:34 : INFO] - Cache for URL: http://192.168.68.109/?p=6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:34 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/?p=6758, triggered by action: save_post 
[2025-01-26 17:03:34 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:34 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 17:03:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:03:35 : INFO] - Cache for URL: http://192.168.68.109/?p=6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:35 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/?p=6758, triggered by action: save_post 
[2025-01-26 17:03:35 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:03:35 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 17:04:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:04:36 : INFO] - Cache for URL: http://192.168.68.109/6758-2/ has been purged, triggered by action: save_post 
[2025-01-26 17:04:36 : INFO] - Cache for blog post has been purged due to updates to post with Title: "" and URL: http://192.168.68.109/6758-2/, triggered by action: save_post 
[2025-01-26 17:04:36 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:04:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "" have been purged, triggered by action: save_post 
[2025-01-26 17:05:40 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 17:05:41 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 17:09:30 : INFO] - Cache for URL: http://192.168.68.109/posts/ has been purged, triggered by action: save_post 
[2025-01-26 17:10:36 : INFO] - Cache for URL: http://192.168.68.109/?page_id=6762 has been purged, triggered by action: save_post 
[2025-01-26 17:15:09 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:15:09 : INFO] - Cache for URL: http://192.168.68.109/6758-2/ has been purged, triggered by action: save_post 
[2025-01-26 17:15:09 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Geospatial" and URL: http://192.168.68.109/6758-2/, triggered by action: save_post 
[2025-01-26 17:15:09 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:15:09 : INFO] - Cache for all archives page associated with post_type: post and Title: "Geospatial" have been purged, triggered by action: save_post 
[2025-01-26 17:15:10 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-26 17:15:10 : INFO] - Cache for URL: http://192.168.68.109/6758-2/ has been purged, triggered by action: save_post 
[2025-01-26 17:15:10 : INFO] - Cache for blog post has been purged due to updates to post with Title: "Geospatial" and URL: http://192.168.68.109/6758-2/, triggered by action: save_post 
[2025-01-26 17:15:10 : INFO] - Cache for previous post (with URL: http://192.168.68.109/insights/) adjacent to post with id: 6758 has been purged, triggered by action: save_post 
[2025-01-26 17:15:10 : INFO] - Cache for all archives page associated with post_type: post and Title: "Geospatial" have been purged, triggered by action: save_post 
